,Name,Sector,City,Address,Phone,Email,Lat-Long
1,TANUVAS - Tamil Nadu Veterinary And Animal Sciences University,College,Chennai,,,,
2,"Sri Venkateswara College of Engineering, Kanchipuram",College,Chennai,,,,
3,Vel Tech High Tech Dr.Rangarajan Dr.Sakunthala Engineering College,College,Chennai,,,,
4,Sri Sai Ram Institute of Technology,College,Chennai,"Sairam College Rd, Sai Leo Nagar, West Tambaram, Chennai, Tamil Nadu 600044",,,"12.9606471,80.0506576"
5,IFET College of Engineering,College,Chennai,"College of Engineering, IFET ROAD, Nagar, Gangarampalaiyam, Tamil Nadu 605108",,,"11.9207389,79.608157"
6,DoMS IIT Madras - Department of Management Studies,College,Chennai,"X6RM+JRJ, Delhi Ave, Indian Institute Of Technology, Chennai, Tamil Nadu 600036",,,"12.9915954,80.2319556"
7,Loyola Institute of Business Administration,College,Chennai,"Loyola College Campus, No: 1, Sterling Rd, Nungambakkam, Chennai, Tamil Nadu 600034",,,"13.0591988,80.2333017"
8,"SRM School of Management, SRMIST - SRM Institute of Science and Technology, Chennai",College,Chennai,,,,
9,"SRM Institute of Science and Technology, Chennai - Ramapuram Campus",College,Chennai,"Bharathi Salai, Ramapuram, Chennai, Tamil Nadu 600089",,,"13.0322541,80.1781627"
10,Vellore Institute of Technology - Chennai Campus,College,Chennai,"Kelambakkam - Vandalur Rd, Rajan Nagar, Chennai, Tamil Nadu 600127",,,"12.840641,80.1508534"
11,Academy of Maritime Education and Training,College,Chennai,,,,
12,KCG College of Technology,College,Chennai,"KCG College Rd, Karapakkam, Chennai, Tamil Nadu 600097",,,"12.9213318,80.2372943"
13,S.A. Engineering College,College,Chennai,"Poonamallee, Avadi Road Veeraraghavapuram, Thiruverkadu, Tamil Nadu 600077",,,"13.0663298,80.1086072"
14,MEASI Institute of Management,College,Chennai,"147, Peter's Rd, Peters Colony, Royapettah, Chennai, Tamil Nadu 600014",,,"13.053995,80.2573239"
15,"Madras Institute of Technology, Anna University",College,Chennai,"MIT Rd, Radha Nagar, Chromepet, Chennai, Tamil Nadu 600044",,,"12.948048,80.1371671"
16,Prathyusha Engineering College,College,Chennai,,,,
17,"College of Engineering, Anna University",College,Chennai,"12, Sardar Patel Rd, Anna University, Guindy, Chennai, Tamil Nadu 600025",,,"13.01094,80.2328713"
18,VELS School of Management Studies and Commerce,College,Chennai,"PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117",,,"12.9575528,80.1572813"
19,"Aarupadai Veedu Institute of Technology, Paiyanoor, Chengalpattu, Vinayaka Mission's Research Foundation",College,Chennai,"Rajiv Gandhi Salai, Vinayaka Nagar, Paiyanur, Tamil Nadu 603104",,,"12.65669,80.177536"
20,SRM Medical College Hospital and Research Centre,College,Chennai,"Mahatma Gandhi Rd, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603211",,,"12.8208657,80.0455983"
21,Panimalar Engineering College,College,Chennai,,,,
22,Vel Tech Multi Tech Dr.Rangarajan Dr.Sakunthala Engineering College,College,Chennai,"#42, Avadi – Vel Tech Road, Poonamallee - Avadi High Rd, Vel Nagar, Chennai, Tamil Nadu 600062",,,"13.1893469,80.1041894"
23,M.O.P. Vaishnav College for Women,College,Chennai,"20, IV Lane, Nungambakkam High Rd, Chennai, Tamil Nadu 600034",,,"13.0555099,80.2477965"
24,ISSM Business School,College,Chennai,"No:34, 3rd Cross St, Venkateswara Colony, Nehru Nagar, Perungudi, Chennai, Tamil Nadu 600041",,,"12.9759808,80.2442575"
25,Dwaraka Doss Goverdhan Doss Vaishnav College,College,Chennai,"NO.833, E.V.R. Periyar High Road, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106",,,"13.0737886,80.2096464"
26,Loyola College,College,Mumbai,"XR9C+CR9, Opp. S.T. Depo, Navjeevan Society, Dalal Estate, Mumbai Central, Mumbai, Maharashtra 400008",,,"18.9685405,72.8195396"
27,"Shiv Nadar University, Chennai",College,Chennai,,,,
28,SDNB Vaishnav College for Women,College,Chennai,,,,
29,St. Peter's College of Engineering and Technology,College,Chennai,"Avadi, Tamil Nadu 600054",,,"13.1106658,80.1158828"
30,Saveetha University - Saveetha Institute of Medical and Technical Sciences,College,Chennai,,,,
31,"Institute of Distance Education, University of Madras",College,Chennai,"IDE Building, Senate House, University of Madras, Navalar Nagar, Chepauk, Triplicane, Chennai, Tamil Nadu 600005",,,"13.0651359,80.2802975"
32,Sri Kanyaka Parameswari Arts and Science College for Women,College,Chennai,"SRI KANYAKA PARAMESWARI ARTS AND SCIENCE COLLEGE FOR WOMEN, 1, Audiappa St, George Town, Chennai, Tamil Nadu 600001",,,"13.0914887,80.2810153"
33,Hindustan College of Arts and Science,College,Chennai,,,,
34,Apollo Institute of Hospital Management and Allied Sciences - AIHMAS,College,Chennai,"35C2+CQJ, Vanagaram to Ambattur Main Road, Ayanambakkam, Chennai, Tamil Nadu 600095",,,"13.0710978,80.1493255"
35,Sai Ram Institute of Management Studies,College,Chennai,,,,
36,MCC - Madras Christian College,College,Chennai,,,,
37,Alpha College of Engineering,College,Chennai,,,,
38,"Saveetha School of Management, Chennai",College,Chennai,"344F+V54, Numbal, Thiruverkadu, Chennai, Tamil Nadu 600056",,,"13.0571306,80.1203818"
39,Loyola - ICAM College of Engineering and Technology,College,Chennai,"Loyola College Licet, Loyola Campus, Nungambakkam, Chennai, Tamil Nadu 600034",,,"13.0592975,80.2310837"
40,IIKM- The Corporate B School,College,Chennai,"857, Poonamallee High Rd, Kilpauk, Chennai, Tamil Nadu 600010",,,"13.0787182,80.245115"
41,J.N.N Institute of Engineering,College,Chennai,"90, Ushaa Garden, Kannigaipair, Chennai Periyapalayam Highway, Tamil Nadu 601102",,,"13.262192,80.1034231"
42,Bhaarath Medical College and Hospital,College,Chennai,"173, Agaram Main Rd., Selaiyur, Chennai, Tamil Nadu 600073",,,"12.9080174,80.1371738"
43,"SRM Institute of Science and Technology, Chennai - Vadapalani Campus",College,Chennai,"c block no.1, 100 Feet Rd, Vadapalani, Chennai, Tamil Nadu 600026",,,"13.0517639,80.2079371"
44,Tamil Nadu Open University,College,Chennai,,,,
45,Velammal Engineering College,College,Chennai,,,,
46,VELS School of Engineering,College,Chennai,,,,
47,"School of Science and Humanities, SRM IST, Chennai",College,Chennai,,,,
48,IMU Chennai Indian Maritime University (IMUC),College,Chennai,,,,
49,Loyola Institute of Technology,College,Chennai,"NH4, Palanchur, Nazareth Pet, Post, Kuthambakkam, Tamil Nadu 600123",,,"13.0250882,80.0313256"
50,Guru Nanak College,College,Chennai,,,,
51,Arena Animation,College,Chennai,,,,
52,Sree Balaji Medical College and Hospital,College,Chennai,"DR. RELA INSTITUTE & MEDICAL CENTER, 7, CLC Works Rd, Shankar Nagar, Chromepet, Chennai, Tamil Nadu 600044",,,"12.9551015,80.135079"
53,Tamil Nadu Dr Ambedkar Law University [TNDALU],College,Chennai,"5, Dr. D.G.S. Dinakaran Salai, State Bank of India Colony, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,"13.0188465,80.2607449"
54,SSN School of Management,College,Chennai,"Q53X+4JV, Old Mahabalipuram Road, Kalavakkam, Chennai, Tamil Nadu 603110",,,"12.7528635,80.1964664"
55,All India Institute of Management Studies,College,Chennai,,,,
56,Chettinad College of Nursing,College,Chennai,"Q6W8+35R, Chettinad Academy for Research and Education, Chettinad Health City, Rajiv Gandhi Salai, OMR, Kelambakkam, Tamil Nadu 603103",,,"12.7952477,80.2128282"
57,"Alagappa College of Technology, Anna University",College,Chennai,,,,
58,MGR Government Film and Television Institute,College,Chennai,"X6VW+3QG, 4th Cross St, adjacent to Mathematical Science Institute, CIT Campus, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9943239,80.243122"
59,TMCH - Tagore Medical College and Hospital,College,Chennai,,,,
60,Meenakshi Sundararajan Engineering College,College,Chennai,"363G+RHC, 363, Arcot Road, Kodambakkam, Puliyur 1st Main Rd, Subedar Colony, Kodambakkam, Chennai, Tamil Nadu 600024",,,"13.0558027,80.2239358"
61,"Dr. Ambedkar Government Law College, Chennai",College,Chennai,,,,
62,Sri Lalithambigai Medical College and Hospital,College,Chennai,"Service Rd, Maduravoyal, Adayalampattu, Chennai, Tamil Nadu 600095",,,"13.0657108,80.1581174"
63,Stella Maris College,College,Chennai,"27W3+G8Q, Cathedral Rd, Poes Garden, Gopalapuram, Chennai, Tamil Nadu 600086",,,"13.0463406,80.250781"
64,Jeppiaar Engineering College,College,Chennai,,,,
65,"National Institute of Fashion Technology, Chennai",College,Chennai,"SH 49A, Vikram Sarabhai Instronics Estate, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9842882,80.2491003"
66,"ACS Medical College and Hospital, Dr MGR Educational and Research Institute",College,Chennai,"A C S MEDICAL COLLEGE AND HOSPITAL, Poonamallee High Rd, Velappanchavadi, Chennai, Tamil Nadu 600077",,,"13.0579493,80.1247572"
67,Ethiraj College for Women (Ethiraj),College,Chennai,"Ethiraj Road Saint Gobain Vetrotex India Limited Thousand Lights, 70, Ethiraj Salai, Egmore, Chennai, Tamil Nadu 600008",,,"13.0626482,80.2545801"
68,IIBMS - Indian Institute of Business Management and Studies,College,Chennai,"Techno It Park, IIBMS, 401 TECHNO IT PARK BESIDE ESKAY RESORT & TIMESS SQUARE HOTEL,LINK ROAD Borivali West MUMBAI 400091, Maharashtra 400092",,,"19.2403002,72.8403474"
69,CDAC - Centre for Development of Advanced Computing,College,Chennai,,,,
70,St. Joseph's Institute of Technology,College,Pune,"Shankar Sheth Road, Seven Loves Chowk, Behind Mira Society, 11B, Pune, Maharashtra 411037",,,"18.4985526,73.8680844"
71,IHM Chennai - Institute of Hotel Management Catering Technology and Applied Nutrition,College,Mumbai,"2RFM+9XH, Swatantryaveer Savarkar Rd, Aparna Vaibhav Society, Dadar West, Dadar, Mumbai, Maharashtra 400028",,,"19.0234259,72.8324176"
72,"NMIMS Global Access School for Continuing Education, Mumbai",College,Mumbai,"NGA-SCE, 2 Floor, NMIMS New Building, V.L, Pherozeshah Mehta Rd, Mumbai, Maharashtra 400056",,,"19.1034894,72.8339975"
73,"ESIC Medical College and PGIMSR, Chennai",College,Chennai,"26M4+PQ3, Ashok Pillar Main Rd, K. K. Nagar, Chennai, Tamil Nadu 600078",,,"13.0342533,80.2043589"
74,Dakshina Bharat Hindi Prachar Sabha,College,Chennai,,,,
75,Stanley Medical College,College,Chennai,"1, Old Jail Rd, George Town, Chennai, Tamil Nadu 600001",,,"13.1061214,80.284086"
76,HIMT College (Hindustan Institute of Maritime Training),College,Chennai,"11, Millers Rd, Kilpauk, Chennai, Tamil Nadu 600010",,,"13.0852384,80.2479024"
77,"VELS School of Law, VELS Institute of Science, Technology and Advanced Studies (VISTAS)",College,Chennai,"X546+X52, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600043",,,"12.957388,80.1578027"
78,SRM Kattankulathur Dental College and Hospital University Main Campus,College,Chennai,"SRM KATTANKULATHUR DENTAL COLLEGE, Potheri, SRM Nagar, Kattankulathur, Tamil Nadu 603203",,,"12.8252602,80.0449656"
79,Agni College of Technology,College,Chennai,"Old Mahabalipuram Road, Thazhambur, Tamil Nadu 603103",,,"12.84893,80.1924991"
80,Remo International College,College,Chennai,,,,
81,"VIT School of Law, Chennai",College,Chennai,"Kelambakkam - Vandalur Rd, Rajan Nagar, Chennai, Tamil Nadu 600127",,,"12.840641,80.1508534"
82,Sri Ramachandra Faculty of Engineering and Technology,College,Chennai,"24VR+3QR, Vijayalakshmi Nagar, Sri Ramachandra Nagar, Porur, Chennai, Tamil Nadu 600116",,,"13.0427411,80.1393159"
83,"Government Kilpauk Medical College,Chennai",College,Chennai,"822, Poonamallee High Rd, near Ega Theatre, Kilpauk, Chennai, Tamil Nadu 600010",,,"13.0783427,80.2413152"
84,Naresh i Technologies,College,Chennai,"2nd Floor, Durga Bhavani Complex, Plaza, Ameerpet, Hyderabad, Telangana 500016",,,"17.4372742,78.4454991"
85,Rajalakshmi School of Business,College,Chennai,"Chennai - Bangalore Highway, Kuthambakkam, Kanchipuram - Chennai Rd, Post, Chembarambakkam, Tamil Nadu 600124",,,"13.0379654,80.0422937"
86,"Saveetha Dental College, Chennai",College,Chennai,"162, Poonamallee High Rd, Velappanchavadi, Chennai, Tamil Nadu 600077",,,"13.0553347,80.1218326"
87,Dhanalakshmi College of Engineering,College,Chennai,"(via Manimangalam 10 km from Tambaram on Kishkhinta Road Manimangalam Post, ताम्ब्रम - मुदिचुर - श्रीपेरुमबुदुर मार्ग, Off Dr. V. P. R Nagar, Chennai, Tamil Nadu 601301",,,"12.9308634,80.0417465"
88,"Jerusalem College of Engineering, Chennai",College,Chennai,"Main Block, Velachery Rd, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,"12.9456381,80.2051742"
89,Women's Christian College,College,Chennai,,,,
90,S.A. College of Arts and Science,College,Chennai,"Poonamallee, Avadi Main Rd, Veeraraghavapuram, Thiruverkadu, Chennai, Tamil Nadu 600077",,,"13.0655144,80.1065416"
91,"ICAT Design and Media College, Chennai",College,Chennai,"153, Santhome High Rd, Kangayarpuram, Basha Garden, Mylapore, Chennai, Tamil Nadu 600004",,,"13.0349476,80.2749927"
92,Sai University,College,Chennai,,,,
93,Sree Sastha Institute of Engineering and Technology,College,Chennai,,,,
94,Velammal Institute of Technology,College,Chennai,"74VX+QP7, Kolkata Highway, Panjetty, Tamil Nadu 601204",,,"13.2944135,80.1467228"
95,VELS School of Maritime Studies,College,Chennai,"R5XW+CQ3, Off Rajiv Gandhi Salai – OMR (IT Highway), Thalambur, near Navalur, Chennai, Tamil Nadu 603103",,,"12.8485233,80.1943466"
96,Panimalar Institute of Technology,College,Chennai,"No.391, Bangalore Trunk Road, Poonamallee, Varadarajapuram, Pidarithangal, Tamil Nadu 600123",,,"13.0528147,80.0723405"
97,"School of Architecture and Planning, Anna University",College,Chennai,"Anna University, Sardar Patel Road, Guindy, Chennai, Tamil Nadu 600015",,,"13.0074692,80.2370975"
98,"Faculty of Allied Health Science, MAHER",College,Chennai,,,,
99,Tamil Nadu Physical Education And Sports University - TNPESU,College,Chennai,"R4MQ+3MM, Melakottaiyur, Chennai, Vengadamangalam, Tamil Nadu 600127",,,"12.8327095,80.1365968"
100,"Xavier Institute of Management and Entrepreneurship, Chennai",College,Chennai,"Plot no: CP,-2A, SIPCOT Industrial Corridor, Oragadam Tambaram-Walajahbad Highway, Oragdam, Chennai, Tamil Nadu 602105",,,"12.8468633,79.933148"
101,"Meenakshi Ammal Dental College and Hospital, MAHER",College,Chennai,"3538+6RF, Alapakkam Main Rd, Janaki Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",,,"13.0530577,80.1644806"
102,ICSI Delhi - Institute of Company Secretaries of India,College,Chennai,"22, ICSI HOUSE, Lodhi Rd, Institutional Area, Lodi Colony, New Delhi, Delhi 110003",,,"28.5888489,77.225714"
103,Chettinad Dental College and Research Institute,College,Chennai,"Q6W9+R67, 60 Feet Rd, Kelambakkam, Tamil Nadu 603103",,,"12.7970476,80.2154564"
104,"Central Polytechnic College,Chennai",College,Chennai,"262W+4JX, CIT Campus, Tharamani, Chennai, Tamil Nadu 600113",,,"13.0003684,80.2440401"
105,MEASI Academy of Architecture,College,Chennai,,,,
106,Sri Muthukumaran Medical College,College,Chennai,"2495+8H4, Kunrathur Rd, near Mangadu, Chikkarayapuram, Chennai, Sikkarayapuram, Tamil Nadu 600069",,,"13.0182636,80.1063639"
107,MCE - Meenakshi College of Engineering,College,Chennai,"12, Vembuliamman Koil St, Annaji Nagar, KK Nagar West, Virugambakkam, Chennai, Tamil Nadu 600078",,,"13.0416917,80.1861121"
108,"Apollo Medskills, Chennai",College,Chennai,,,,
109,Chennai Mathematical Institute (CMI),College,Chennai,"H1, SIPCOT IT Park, Kelambakkam, Siruseri, Tamil Nadu 603103",,,"12.8284457,80.2175546"
110,SRM College Of Agricultural Sciences,College,Chennai,,,,
111,The Tamil Nadu Dr. M.G.R. Medical University,College,Chennai,"69, Anna Salai, Rd, Guindy, Chennai, Tamil Nadu 600032",,,"13.0099312,80.2156365"
112,MARG Institute of Design and Architecture Swarnabhoomi (MIDAS),College,Chennai,"MARG Swarnabhoomi, Velur Village Cheyyur Post, Tamil Nadu 603302",,,"12.3912137,80.0568028"
113,"SRM Institute of Hotel Management, SRM Institute of Science and Technology, Chennai",College,Chennai,"R2FR+5GM, Potheri, SRM Nagar, Chennai, Kattankulathur, Tamil Nadu 603203",,,"12.8229639,80.0387218"
114,School of Management D.G Vaishnav College (DGVC),College,Chennai,"DG Vaishnav College, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106",,,"13.0749361,80.2105345"
115,Madras Veterinary College - Tamil Nadu Veterinary And Animal Sciences University,College,Chennai,,,,
116,"Government Medical College, Omandurar",College,Chennai,"169, Wallahjah Rd, Police Quarters, Triplicane, Chennai, Tamil Nadu 600002",,,"13.0673311,80.2722258"
117,"Department of Visual Communication and Animation, Dr. M.G.R. Educational and Research Institute",College,Chennai,"359H+H37, Poonamallee High Rd, Vishwas Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",,,"13.0689219,80.1750824"
118,Madras School of Social Work,College,Chennai,"32, CASA Major Rd, Sulaiman Zackria Avenue, Egmore, Chennai, Tamil Nadu 600008",,,"13.0711246,80.2498725"
119,Dhanalakshmi Srinivasan College Of Engineering And Technology - DSCET,College,Chennai,,,,
120,AND Academy,College,Chennai,"3rd Floor, IIAD Campus, B-26, Okhla Phase I, New Delhi, Delhi 110020",,,"28.5318441,77.2764881"
121,PERI Institute of Technology,College,Chennai,"No.1, Near, West Street, Tambaram, Mannivakkam, Tamil Nadu 600048",,,"12.885942,80.0582286"
122,IMA - International Maritime Academy,College,Chennai,,,,
123,Lakme Academy,College,Chennai,,,,
124,Crescent School of Life Sciences (B.S.Abdur Rahman University),College,Chennai,"V3GM+2G7, Grand Southern Trunk Rd, Vandalur, Peerakankaranai, Tamil Nadu 600048",,,"12.8750319,80.0812367"
125,"School of Computing Science, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117",,,"12.9575528,80.1572813"
126,The Sankara Nethralaya Academy,College,Chennai,"No.8, Grand Southern Trunk Road, St.Thomas Mount, Alandur, Chennai, Tamil Nadu 600016",,,"13.0009721,80.1973177"
127,Apollo Hospitals - Tamil Nadu,College,Chennai,,,,
128,Chettinad School of Law,College,Chennai,"Q6X8+4R5, Rajiv Gandhi Salai, OMR, Kelambakkam, Padur, Tamil Nadu 603103",,,"12.797774,80.2145445"
129,Kings Engineering College,College,Chennai,,,,
130,Crescent School of Business (CSB),College,Chennai,"Director (Admissions) B.S.Abdur Rahman Crescent Institute of Science & Technology GST Road, Vandalur, Chennai 600 048. Tamilnadu. INDIA E-Mail: admissions@csbedu.in Admission Help-Desk:, +91 80565 42745",,,"12.8767351,80.0820926"
131,"Ragas Dental College and Hospital, Chennai",College,Chennai,"2/102,, SH 49, Uthandi, Tamil Nadu 600119",,,"12.860228,80.237627"
132,Jeppiaar Institute of Technology,College,Chennai,"Kunnam Sunguvarchatram, Sriperumbudur, Tamil Nadu 631604",,,"12.889614,79.8719627"
133,Tamil Nadu Institute of Labour Studies,College,Chennai,"4538+F3W, EB Rd, Mangalapuram, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600098",,,"13.1037497,80.1626223"
134,"Apollo College of Nursing, Tamil Nadu",College,Chennai,"35C2+MHW, Vanagaram-Ambattur Rd, Ayanambakkam, Kil Ayanambakkam, Chennai, Tamil Nadu 600095",,,"13.0717352,80.1488848"
135,Queen Marys College,College,Chennai,,,,
136,D D Goverdhan Doss Vaishnav College,College,Chennai,"NO.833, E.V.R. Periyar High Road, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106",,,"13.0737886,80.2096464"
137,"College of Food and Dairy Technology, Koduvalli",College,Chennai,"P.O, Koduvelli, Alamathi, Chennai, Tamil Nadu 600052",,,"13.209688,80.1003679"
138,"School of Pharmaceutical Sciences, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"X546+J66, PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600043",,,"12.9565365,80.1579298"
139,Dr Ambedkar Government Arts College,College,Chennai,"Chennai - Thiruttani - Renigunta Hwy, B.V.Colony, Nagammai Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,,"13.1168811,80.2575002"
140,K.K. College of Pharmacy,College,Chennai,,,,
141,ICA Edu Skills Pvt. Ltd.,College,Chennai,,,,
142,"Thai Moogambigai Dental College and Hospital, Dr MGR Educational and Research Institute",College,Chennai,"Gangai Amman Koil St, Golden George Nagar, Mogappair, Chennai, Tamil Nadu 600107",,,"13.0722588,80.1748275"
143,"Indian Institute of Logistics, Chennai",College,Chennai,"SOUTH INDIA CHAMBER OF COMMERCE AND INDUSTRIES, No.6, Esplanade Rd, Esplanade, George Town, Chennai, Tamil Nadu 600104",,,"13.0861937,80.2818287"
144,Chennais Amirta International Institute of Hotel Management,College,Chennai,,,,
145,Aptech Computer Education,College,Chennai,,,,
146,Anand Institute of Higher Technology,College,Chennai,"Kalasalingam Nagar IT Corridor, Rajiv Gandhi Salai, Road, Kazhipattur, Tamil Nadu 603103",,,"12.8182891,80.2259557"
147,Tagore Engineering College,College,Chennai,"V46J+MGJ, Rathinamangalam, Kelambakkam - Vandalur Rd, Chennai, Tamil Nadu 600127",,,"12.8617111,80.1287014"
148,"Saveetha College of Liberal Arts and Science, Thandalam",College,Chennai,,,,
149,C.L. Baid Metha College of Pharmacy,College,Chennai,"2, SH 49A, Ellaiamman Nagar, Thoraipakkam, Tamil Nadu 600097",,,"12.9461577,80.2373369"
150,"Wizcraft, Online Event Management Programs (Talentedge)",College,Chennai,,,,
151,"PTC Aviation Academy, Chennai",College,Chennai,"NO: 52/206, Grand Southern Trunk Rd, Chromepet, Chennai, Tamil Nadu 600044",,,"12.9487688,80.1360001"
152,"Sree Balaji Dental College And Hospital, Bharath Institute of Higher Education and Research",College,Chennai,,,,
153,"Tamilnadu Government Dental College And Hospital,Chennai",College,Chennai,"no.1, TNPSC road, opp. to fort station, Chennai, Tamil Nadu 600003",,,"13.085244,80.2804031"
154,Sri Venkateswara Dental College and Hospital,College,Chennai,,,,
155,Karpaga Vinayaga College of Engineering and Technology,College,Chennai,"HWR7+7FF, Chengalpattu, Tamil Nadu 603308",,,"12.5906875,79.9111126"
156,upGrad - Chandigarh University,College,Mumbai,"Nishuvi, Ground Floor, 75, Dr Annie Besant Rd, Worli, Mumbai, Maharashtra 400018",,,"18.994947,72.8137991"
157,"School of Life Sciences, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117",,,"12.9575528,80.1572813"
158,Sriram Engineering College,College,Chennai,"4X9V+356 R.S, Perumalpattu - Kottamedu Rd, Veppambaattu, Perumalpattu, Tamil Nadu 602024",,,"13.1176508,79.9903241"
159,"St. Joseph College of Engineering, Sriperumbudur",College,Chennai,"Near Toll Plaza, Sriperumbudur, Chennai, Tamil Nadu 602117",,,"12.9784115,79.9653048"
160,Aalim Muhammed Salegh College of Engineering,College,Chennai,"43W5+VJX, Nizara Educational Campus, Muthapudupet, Avadi, IAF, Chennai, Tamil Nadu 600055",,,"13.1472305,80.0565422"
161,Rajeswari Vedachalam Government Arts College,College,Chennai,"GOVT ARTS COLLEGE, Grand Southern Trunk Rd, RATINAGKINARU, Chengalpattu, Pattaravakkam, Tamil Nadu 603001",,,"12.6819652,79.980162"
162,DMI College of Engineering,College,Chennai,"NH-48, Palanchur – Nazarethpet Post, opp. Queens Land, Chennai, Tamil Nadu 600123",,,"13.0260499,80.0244329"
163,Madras Institute of Fashion Technology - MIFT,College,Chennai,"16A, Shastri Nagar, 100 Feet Rd, near Hotel Ambika Empire, Chennai, Tamil Nadu 600026",,,"13.0567118,80.2086272"
164,EduKart.com,College,Chennai,"157, Garg Trade Center, Sector 11, Rohini, New Delhi, Delhi 110085",,,"28.734484,77.1113551"
165,AAM Business School,College,Chennai,"No 64, 35, Josier St, Tirumurthy Nagar, Nungambakkam, Chennai, Tamil Nadu 600034 :, Chennai, Tamil Nadu 600034",,,"13.0550853,80.2429877"
166,"College of Pharmcy, Jaya College of Paramedical Sciences",College,Chennai,"8, Chennai - Tiruvallur High Rd, Thiruninravur, Chennai, Tamil Nadu 602024",,,"13.1250391,80.0171769"
167,"Sree Balaji College of Nursing, Bharath Institute of Higher Education and Research",College,Chennai,"7, CLC Works Rd, Shankar Nagar, Chromepet, Chennai, Tamil Nadu 600044",,,"12.9544207,80.133343"
168,Indian School of Technology and Management,College,Chennai,,,,
169,"Bharath Institute of Law, Bharath Institute of Higher Education and Research",College,Chennai,"173, Agaram Main Rd, Tiruvanchery, Selaiyur, Chennai, Tamil Nadu 600073",,,"12.8964372,80.1394832"
170,Chennai Institute of Technology and Applied Research,College,Mumbai,"4WJ8+48M, Main Gate Rd, IIT Area, Powai, Mumbai, Maharashtra 400076",,,"19.1303305,72.9132363"
171,Reliance Education : VFX and Animation Academy,College,Chennai,,,,
172,Dhaanish Ahmed College Of Engineering,College,Chennai,,,,
173,MSAJCE - Mohamed Sathak A J College of Engineering,College,Chennai,"R6P9+8CX, IT Park, Siruseri, Old Mahabalipuram Road, Chennai, Tamil Nadu 603103",,,"12.8358605,80.2160224"
174,Prince Shri Venkateshwara Padmavathy Engineering College,College,Chennai,,,,
175,Thangavelu Engineering College powered by Sunstone,College,Chennai,,,,
176,Southern Academy of Maritime Studies,College,Chennai,,,,
177,Misrimal Navajee Munoth Jain Engineering College,College,Chennai,"GURU MARUDHAR KESARI BUILDING, Subramanya Nagar St Rd, Thorapakkam, Jyothi Nagar, Chennai, Thoraipakkam, Tamil Nadu 600097",,,"12.9460255,80.2424487"
178,National College of Aviation,College,Chennai,,,,
179,"Central Institute of Plastics Engineering and Technology, Chennai",College,Chennai,,,,
180,Ramakrishna Mission Vivekananda College,College,Chennai,"#70-72, PS Sivasamy Salai, Kattukoil Garden, Mylapore, Chennai, Tamil Nadu 600004",,,"13.0407546,80.261867"
181,MMM College of Nursing,College,Chennai,,,,
182,Panimalar Medical College Hospital and Research Institute,College,Chennai,"Varadharajapuram, Chennai Outer Ring Rd, Poonamallee, Chennai, Pidarithangal, Tamil Nadu 600123",,,"13.056728,80.0721361"
183,Imarticus Learning,College,Chennai,,,,
184,GKM College of Engineering and Technology (GKMCET),College,Chennai,"G.K.M. Nagar, Perungalathur, near Tambaram, Chennai, Tamil Nadu 600063",,,"12.8950232,80.1193889"
185,"College of Fish Nutrition and Food Technology, TNJFU",College,Chennai,"Madhavaram Milk Colony, Madhavaram, Chennai, Tamil Nadu 600051",,,"13.1566614,80.2444883"
186,IIM Trichy - Indian Institute of Management - Chennai Campus,College,Chennai,"45, 1st Floor, Ramaniyam Siddharth Building, Nehru Street Industrial Estate North Phase, Kalaimagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",,,"13.0263805,80.2037391"
187,Agurchand Manmull Jain College,College,Chennai,"railway station, BV Nagar 3rd Main Rd, Meenambakkam, Chennai, Tamil Nadu 600114",,,"12.9835891,80.1754545"
188,Miles Education,College,Chennai,,,,
189,Shri Shankarlal Sundarbai Shasun Jain College for Women,College,Chennai,"Bus Stand, No: 3, Madley Rd, near T.Nagar, Asoka Nagar, T. Nagar, Chennai, Tamil Nadu 600017",,,"13.0345113,80.226382"
190,Apollo Engineering College,College,Chennai,,,,
